sourcedb	sourcedb_version	method	labnr	c14age	c14std	c13val	site	sitetype	feature	period	culture	material	species	region	country	lat	lon	shortref	source_label	mat_group	species_group	dna_status
aadr			PSUAMS-4143	365	20		Aktaş Mevki	settlement	Sk: Chamber C: indiv.2 DNA id: I4540			bone	human	Mardin	Turkey	37.415	41.373	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-4218	380	15		Aktaş Mevki	settlement	Sk: Chamber C: indiv.1 DNA id: I4539			bone	human	Mardin	Turkey	37.415	41.373	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-6702	2165	20		Aktaş Mevki	settlement	Sk: Chamber D: indiv.1 DNA id: I5255			bone	human	Mardin	Turkey	37.415	41.373	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-25475	7792	28		Aktopraklık	settlement	Sk: 89D14.1 DNA id: AKT16			bone	human	Bursa	Turkey	40.1718	28.7277	Marchi et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33700	3125	24		Alalakh	settlement	Sk: 44.85, Locus 15, AT 14466 DNA id: ALA039			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33675	3151	24		Alalakh	settlement	Sk: 45.71, Locus 03-3017, Pail 257, Skeleton S04-9 DNA id: ALA001			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33686	3154	26		Alalakh	settlement	Sk: 42.29, 44, L. 237, AT 019127 DNA id: ALA018			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33676	3158	22		Alalakh	settlement	Sk: 45.71, Locus 03-3017, Pail 246, Skeleton S04-8 DNA id: ALA002			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33688	3167	29		Alalakh	settlement	Sk: 44.86, Locus 22, AT 15460 DNA id: ALA020			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33695	3256	25		Alalakh	settlement	Sk: 45.44, Locus 105, AT 10669 DNA id: ALA030			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33699	3260	24		Alalakh	settlement	Sk: 45.71, Locus 03-3017, Pail 236, Skeleton S04-7 DNA id: ALA038			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33685	3264	23		Alalakh	settlement	Sk: 32.57, Locus 164, AT 10070 DNA id: ALA017			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33684	3284	24		Alalakh	settlement	Sk: 32.54, Locus 85, AT 017541 DNA id: ALA016			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33687	3298	23		Alalakh	settlement	Sk: 32.57, Locus 247, AT 15878 DNA id: ALA019			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33680	3382	23		Alalakh	settlement	Sk: 45.44, Locus 146, AT 18960 DNA id: ALA011			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33692	3390	25		Alalakh	settlement	Sk: 45.44, Locus 70, AT 6931 DNA id: ALA026			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33682	3392	23		Alalakh	settlement	Sk: 45.45, Locus 8, AT 8836 DNA id: ALA014			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33696	3436	24		Alalakh	settlement	Sk: 45.45, Locus 6, AT 8830 DNA id: ALA034			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33693	3440	26		Alalakh	settlement	Sk: 45.44, Locus 73, AT 7395 DNA id: ALA028			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33691	3443	25		Alalakh	settlement	Sk: 45.44, Locus 66, AT 6032 DNA id: ALA025			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33681	3457	24		Alalakh	settlement	Sk: 45.44, Locus 152, AT 19260 DNA id: ALA013			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33694	3465	26		Alalakh	settlement	Sk: 45.44, Locus 79, AT 7695 DNA id: ALA029			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33678	3473	23		Alalakh	settlement	Sk: 45.44, Locus 133, AT 17652 DNA id: ALA008			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33698	3477	24		Alalakh	settlement	Sk: 45.45, Locus 30, AT 11452 DNA id: ALA037			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33677	3507	23		Alalakh	settlement	Sk: 45.72, Locus 03-3002 DNA id: ALA004			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41109	3516	25		Alalakh	settlement	Sk: 45.72; Locus 03-3013, Locus 03-3016; Pail 54; Skeleton S04-6 DNA id: ALA095			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-38610	3520	25		Alalakh	settlement	Sk: 45.44, Locus 65, AT 6029 DNA id: ALA023			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33697	3543	24		Alalakh	settlement	Sk: 45.45, Locus 7, AT 7940 DNA id: ALA035			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41108	3556	25		Alalakh	settlement	Sk: 45.72, Locus 03-3065, skeleton S04-19 DNA id: ALA084			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33683	3566	26		Alalakh	settlement	Sk: 45.45, Locus 48, AT 015741 DNA id: ALA015			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33690	3586	39		Alalakh	settlement	Sk: 45.44, Locus 68, AT 6572 DNA id: ALA024			bone	human	Hatay	Turkey	36.23766318	36.38452688	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33533	3908	26		Arslantepe	settlement	Sk: H156 S138 DNA id: ART001			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-37487	4069	20		Arslantepe	settlement	Sk: H326 DNA id: ART009			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33537	4095	26		Arslantepe	settlement	Sk: H327 S220-2 DNA id: ART010			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33538	4103	25		Arslantepe	settlement	Sk: S220-1 DNA id: ART011			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33539	4479	26		Arslantepe	settlement	Sk: H331 DNA id: ART012			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33549	4491	26		Arslantepe	settlement	Sk: S216 Temp3 DNA id: ART026			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33542	4516	25		Arslantepe	settlement	Sk: S216 Cr8 DNA id: ART017			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-34112	4534	27		Arslantepe	settlement	Sk: S150 (H221) DNA id: ART038			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33545	4536	25		Arslantepe	settlement	Sk: S216 Cr11 DNA id: ART020			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33550	4546	25		Arslantepe	settlement	Sk: S216 Temp4 DNA id: ART027			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33541	4557	25		Arslantepe	settlement	Sk: S216 Cr3 DNA id: ART015			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33547	4563	25		Arslantepe	settlement	Sk: S216 Cr14 DNA id: ART023			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-34110	4568	21		Arslantepe	settlement	Sk: A1335 rP4 B DNA id: ART032			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33540	4573	27		Arslantepe	settlement	Sk: S216 Cr2 DNA id: ART014			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33543	4573	25		Arslantepe	settlement	Sk: S216 Cr9 DNA id: ART018			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33548	4614	24		Arslantepe	settlement	Sk: S216 Temp1 DNA id: ART024			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33544	4623	24		Arslantepe	settlement	Sk: S216 Cr10 DNA id: ART019			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33546	4681	75		Arslantepe	settlement	Sk: S216 Cr13 DNA id: ART022			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33534	4906	26		Arslantepe	settlement	Sk: H238 S156 DNA id: ART004			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-34116	4916	27		Arslantepe	settlement	Sk: C7-D7 (H378) DNA id: ART039			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-33535	4934	27		Arslantepe	settlement	Sk: H250 S169 DNA id: ART005			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-34119	5014	29		Arslantepe	settlement	Sk: S254 (H382) DNA id: ART042			bone	human	Malatya	Turkey	38.38178841	38.36092861	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			OxA-32776	5016	31		Barcın Höyük	settlement	Sk: TWO CODES: (1) M10-111; (2) UN_L11 DNA id: I1584			bone	human	Bursa	Turkey	40.21	29.53	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			Poz-82177	7110	50		Barcın Höyük	settlement	Sk: L11-322 DNA id: I0746			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2953	7215	30		Barcın Höyük	settlement	Sk: M11-59 | M11-59SSC | M11-59C DNA id: I1585			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			UBA-29837	7238	38		Barcın Höyük	settlement	Sk: M10-106 DNA id: Bar8			bone	human	Bursa	Turkey	40.21	29.53	Hofmanova et al., 2016	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2954	7245	25		Barcın Höyük	settlement	Sk: M13-72 | M13-72SSC | M13-72C DNA id: I1579			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2952	7255	30		Barcın Höyük	settlement	Sk: BAR20/ M13-170 DNA id: I0709			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			TUBITAK-045	7272	34		Barcın Höyük	settlement	Sk: BAR2 / L11-213 DNA id: I0707			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2103	7285	30		Barcın Höyük	settlement	Sk: BAR6 / L11-439 DNA id: I0708			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2298	7310	30		Barcın Höyük	settlement	Sk: L11-215 | L11-215SSC DNA id: I0854			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-1964	7385	40		Barcın Höyük	settlement	Sk: L12-393 DNA id: I1580			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2105	7405	30		Barcın Höyük	settlement	Sk: M11-363 DNA id: I0745			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2104	7415	30		Barcın Höyük	settlement	Sk: L12-502 DNA id: I1581			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2299	7455	30		Barcın Höyük	settlement	Sk: M10-275 DNA id: I0744			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			UBA-29838	7457	44		Barcın Höyük	settlement	Sk: L11W-546 DNA id: Bar31			bone	human	Bursa	Turkey	40.21	29.53	Hofmanova et al., 2016	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			Poz-82231	7460	50		Barcın Höyük	settlement	Sk: L14-200 DNA id: I1583			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2947	7475	25		Barcın Höyük	settlement	Sk: BAR99 / M10-352 DNA id: I1098			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-2297	7475	30		Barcın Höyük	settlement	Sk: BAR271 / M10-271 DNA id: I1097			bone	human	Bursa	Turkey	40.21	29.53	Mathieson et al., 2015	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-246043	7506	27		Barcın Höyük	settlement	Sk: M10-455(BH43347(lot.1856)) DNA id: Bar25			bone	human	Bursa	Turkey	40.21	29.53	Marchi et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-4147	2110	20		Büyüklü	settlement	Sk: Grave 2, BU DNA id: I5249			bone	human	Samsun	Turkey	41.154	36.495	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41629	4713	21		Çamlıbel Tarlası	settlement	Sk: Grave 5, 464-4072 DNA id: CBT005			bone	human	Çorum	Turkey	40.019745	34.586129	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41627	4725	20		Çamlıbel Tarlası	settlement	Sk: Grave 1, 204-1103 DNA id: CBT001			bone	human	Çorum	Turkey	40.019745	34.586129	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41628	4765	20		Çamlıbel Tarlası	settlement	Sk: Grave 4, 406-3224 DNA id: CBT004			bone	human	Çorum	Turkey	40.019745	34.586129	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41632	4767	28		Çamlıbel Tarlası	settlement	Sk: Grave 14, 971-6144 DNA id: CBT014			bone	human	Çorum	Turkey	40.019745	34.586129	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41633	4787	28		Çamlıbel Tarlası	settlement	Sk: Grave 15, 978-6140 DNA id: CBT015			bone	human	Çorum	Turkey	40.019745	34.586129	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41631	4796	23		Çamlıbel Tarlası	settlement	Sk: Grave 13, 950-6118 DNA id: CBT013			bone	human	Çorum	Turkey	40.019745	34.586129	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41630	4809	30		Çamlıbel Tarlası	settlement	Sk: Grave 2, 327-921 DNA id: CBT002			bone	human	Çorum	Turkey	40.019745	34.586129	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			MAMS-41634	4828	29		Çamlıbel Tarlası	settlement	Sk: Grave 16, 894-5819 DNA id: CBT016			bone	human	Çorum	Turkey	40.019745	34.586129	Skourtanioti et al., 2020	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-8726	355	15		Çapalıbağ	settlement	Sk: 18CS228-Ind. 2 DNA id: I20328			bone	human	Muğla	Turkey	37.34	28.04	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-8790	355	20		Çapalıbağ	settlement	Sk: 18CS237 DNA id: I20570			bone	human	Muğla	Turkey	37.34	28.04	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-8836	400	20		Çapalıbağ	settlement	Sk: 18CS206 DNA id: I20571			bone	human	Muğla	Turkey	37.34	28.04	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-8792	510	20		Çapalıbağ	settlement	Sk: 18CS267 DNA id: I20573			bone	human	Muğla	Turkey	37.34	28.04	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-8791	550	20		Çapalıbağ	settlement	Sk: 18CS249 DNA id: I20572			bone	human	Muğla	Turkey	37.34	28.04	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-6842	2470	20		Çavuştepe	settlement	Sk: X2-G2 (Grave 7) DNA id: I14764			bone	human	Van	Turkey	38.34	43.45	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-4141	1755	20		Cedit-Basarabya	settlement	Sk: CE-Chamber 1: Individual 4 DNA id: I4530			bone	human	Samsun	Turkey	41.313	36.33	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-4222	1785	20		Cedit-Basarabya	settlement	Sk: CE-Chamber 1: Individual 5 DNA id: I4531			bone	human	Samsun	Turkey	41.313	36.33	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3109	1820	15		Cedit-Basarabya	settlement	Sk: CE-Chamber 1: Individual 3 DNA id: I4529			bone	human	Samsun	Turkey	41.313	36.33	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-4142	1200	15		Dara Necropolis	settlement	Sk: D9 DNA id: I4533			bone	human	Mardin	Turkey	37.177	40.952	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3061	1265	20		Dara Necropolis	settlement	Sk: D7 DNA id: I4532			bone	human	Mardin	Turkey	37.177	40.952	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-4140	1275	15		Dara Necropolis	settlement	Sk: D6 DNA id: I4475			bone	human	Mardin	Turkey	37.177	40.952	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-4210	1395	20		Dara Necropolis	settlement	Sk: D5 DNA id: I4474			bone	human	Mardin	Turkey	37.177	40.952	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3225	3960	20		Devret Höyük	settlement	Sk: Grave MB.3  DNA id: I7079			bone	human	Amasya	Turkey	40.69	35.56	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3069	4095	20		Devret Höyük	settlement	Sk: Grave MB.6  DNA id: I5740			bone	human	Amasya	Turkey	40.69	35.56	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3224	4230	20		Devret Höyük	settlement	Sk: Grave MC.1  DNA id: I7073			bone	human	Amasya	Turkey	40.69	35.56	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3110	4365	25		Devret Höyük	settlement	Sk: Grave MD.4 DNA id: I5743			bone	human	Amasya	Turkey	40.69	35.56	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3116	4385	25		Devret Höyük	settlement	Sk: Grave MD.1 DNA id: I5742			bone	human	Amasya	Turkey	40.69	35.56	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3070	4490	20		Devret Höyük	settlement	Sk: Grave MC.4 DNA id: I5741			bone	human	Amasya	Turkey	40.69	35.56	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr		AMS	UCIAMS-286284	2180	15		Ephesus	settlement	Sk: Octagon_Tomb (Sarcophagus) DNA id: EphesosOctagonI			bone	human	İzmir	Turkey	37.9498	27.3636	Weber et al., 2025	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3809	2505	20		Gordion	settlement	Sk: TWO CODES: (1) GDN333; 47398; OP 22-502-333; (2) GDN322; 47397; 27-502-322 DNA id: I3917			bone	human	Ankara	Turkey	39.65248	31.996659	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-6968	2515	25		Gordion	settlement	Sk: GDN13; YH36111; OP 20 Lot 13; 93 DNA id: I4029			bone	human	Ankara	Turkey	39.65248	31.996659	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr		AMS	PSUAMS-14619	2250	20		Gordion	settlement	Sk: 45830; OP 38.19-56 1995 (GDN56) DNA id: I3916			bone	human	Ankara	Turkey	39.65248	31.996659	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-14612	1840	20		Gordion	settlement	Sk: GDN145 DNA id: I6574			bone	human	Ankara	Turkey	39.65248	31.996659	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3994	2185	25		Halikarnassos	settlement	Sk: YKB15.86P.M14.SK1 DNA id: I3303			bone	human	Muğla	Turkey	37.044768	27.436551	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-3808	2360	20		Halikarnassos	settlement	Sk: YKB15.51P.M1.SK1 DNA id: I3225			bone	human	Muğla	Turkey	37.044768	27.436551	Lazaridis et al., 2022	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			Poz-81111	3925	35		Harmanören	settlement	Sk: A4-1 (A-4-1, (Hom 1993)) DNA id: I2495			bone	human	Isparta	Turkey	37.91774	30.70839	Lazaridis et al., 2017	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			PSUAMS-1988	4015	30		Harmanören	settlement	Sk: G3/95 (G4/93) ((Hom 1993)) DNA id: I2683			bone	human	Isparta	Turkey	37.91774	30.70839	Lazaridis et al., 2017	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
aadr			Poz-82213	4040	35		Harmanören	settlement	Sk: U1c ((Hom 2002)) DNA id: I2499			bone	human	Isparta	Turkey	37.91774	30.70839	Lazaridis et al., 2017	AADR	Bone/Teeth (Human/Animal)	Human	Genomically Integrated
